repo	file	cls	methods	context
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/DoubleArrayBlock.java	gen		Block implementation that stores values in a {@link DoubleArrayVector}
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/DoubleBigArrayBlock.java	gen		Block implementation that stores values in a {@link DoubleBigArrayVector}. Does not take ownershi...
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/FloatArrayBlock.java	gen		Block implementation that stores values in a {@link FloatArrayVector}
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/FloatBigArrayBlock.java	gen		Block implementation that stores values in a {@link FloatBigArrayVector}. Does not take ownership...
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/IntArrayBlock.java	gen		Block implementation that stores values in a {@link IntArrayVector}
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/IntBigArrayBlock.java	gen		Block implementation that stores values in a {@link IntBigArrayVector}. Does not take ownership o...
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/LongArrayBlock.java	gen		Block implementation that stores values in a {@link LongArrayVector}
elasticsearch	x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/data/LongBigArrayBlock.java	gen		Block implementation that stores values in a {@link LongBigArrayVector}. Does not take ownership ...
elasticsearch	x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/data/AbstractArrayBlock.java	use	BitSet(int); get(int); set(int); nextSetBit(); isEmpty(); cardinality(); size(); toLongArray(); valueOf(long[])	@param positionCount the number of values in this block
elasticsearch	x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/data/AbstractBlockBuilder.java	use	BitSet(); set(int)	Called during implementations of {@link Block.Builder#build} as a first step
elasticsearch	x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/data/BlockFactory.java	use		{@return a builder for constructing a {@link BlockFactory}}
elasticsearch	x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/data/BlockRamUsageEstimator.java	use	size()	final class BlockRamUsageEstimator
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/BasicBlockTests.java	test		Take an object with exactly 1 reference and assert that ref counting works fine
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/BlockAccountingTests.java	test		Ideally we would test a real Block builder, but that would require a large heap which is not poss...
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/BlockFactoryTests.java	test		public class BlockFactoryTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/BlockTypeRandomizer.java	test		Returns a block with the same contents, but with a randomized type (Constant, vector, big-array...)
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/BooleanBlockEqualityTests.java	test		public class BooleanBlockEqualityTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/BytesRefBlockEqualityTests.java	test		public class BytesRefBlockEqualityTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/DoubleBlockEqualityTests.java	test		public class DoubleBlockEqualityTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/FilteredBlockTests.java	test		public class FilteredBlockTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/FloatBlockEqualityTests.java	test		public class FloatBlockEqualityTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/IntBlockEqualityTests.java	test		public class IntBlockEqualityTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/LongBlockEqualityTests.java	test		public class LongBlockEqualityTests
elasticsearch	x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/MMROperatorTests.java	test		public class MMROperatorTests
elasticsearch	x-pack/plugin/esql/compute/test/src/main/java/org/elasticsearch/compute/test/MockBlockFactory.java	test		A block factory that tracks the creation of blocks, vectors, builders that it creates. The
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InBooleanEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InBytesRefEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InDoubleEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InIntEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InLongEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InMillisNanosEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/generated-src/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/InNanosMillisEvaluator.java	gen		{@link ExpressionEvaluator} implementation for {@link In}
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/analysis/Analyzer.java	use	BitSet(int); set(int)	This class is part of the planner. Resolves references (such as variable and index names) and per...
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/analysis/Verifier.java	use	nextSetBit()	This class is part of the planner. Responsible for failing impossible queries with a human-readab...
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/core/tree/NodeToString.java	use	BitSet(); get(int); set(from,to); size()	Renders {@link Node} trees as strings
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/datasources/spi/ColumnBlockConversions.java	use	BitSet(int); set(int)	Converts columnar primitive arrays to ESQL {@link Block}s, avoiding the per-element overhead
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/predicate/operator/comparison/In.java	use	get(int)	The {@code IN} operator
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlParser.java	use	BitSet(int); get(int); set(int); cardinality()	Maximum number of characters in an ESQL query. Antlr may parse the entire
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/PromqlParser.java	use		Parses an PromQL expression into execution plan
elasticsearch	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/telemetry/FeatureMetric.java	use	set(int)	ESQL "features" returned by the usage API. This <strong>mostly</strong> tracks
elasticsearch	x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/aggs/frequentitemsets/CountingItemSetTraverser.java	use	BitSet(); BitSet(int); get(int); set(int); clear(int)	Item set traverser to find the next interesting item set
elasticsearch	x-pack/plugin/old-lucene-versions/src/main/java/org/elasticsearch/xpack/lucene/bwc/codecs/lucene70/fst/Util.java	use	BitSet(); get(int); set(int)	Static helper methods
elasticsearch	x-pack/plugin/ql/src/main/java/org/elasticsearch/xpack/ql/tree/Node.java	use	BitSet(); get(int); set(from,to); size(); toString()	Immutable tree structure
elasticsearch	x-pack/plugin/ql/src/test/java/org/elasticsearch/xpack/ql/expression/function/scalar/FunctionTestUtils.java	test		final class FunctionTestUtils
elasticsearch	x-pack/plugin/ql/src/test/java/org/elasticsearch/xpack/ql/expression/function/scalar/string/StartsWithFunctionPipeTests.java	test		public class StartsWithFunctionPipeTests
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/analysis/analyzer/Verifier.java	use	BitSet(int); set(int); nextSetBit()	The verifier has the role of checking the analyzed tree for failures and build a list of failures...
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/CompositeAggCursor.java	use	toByteArray(); valueOf(long[])	Cursor for composite aggregation (GROUP BY)
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/CompositeAggRowSet.java	use		{@link RowSet} specific to (GROUP BY) aggregation
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/PivotCursor.java	use		public class PivotCursor
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/PivotRowSet.java	use		PivotRowSet.java
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/Querier.java	use	nextSetBit(); cardinality()	Refreshes the PIT ID on the search source with the new value returned in the response
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/ResultRowSet.java	use	nextSetBit(); cardinality(); size(); length()	abstract class ResultRowSet
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/SchemaCompositeAggRowSet.java	use		Extension of the {@link RowSet} over a composite agg, extending it to provide its schema
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/SchemaSearchHitRowSet.java	use		Initial results from a search hit search. Distinct from the following pages
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/SearchHitCursor.java	use	toByteArray(); valueOf(long[])	public class SearchHitCursor
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/SearchHitRowSet.java	use		Extracts rows from an array of {@link SearchHit}
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/parser/SqlParser.java	use		Used only in tests
elasticsearch	x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/querydsl/container/QueryContainer.java	use	BitSet(int); get(int); set(int); size(); equals()	Container for various references of the built ES query
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/execution/search/CompositeAggregationCursorTests.java	test		public class CompositeAggregationCursorTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/execution/search/QuerierTests.java	test		public class QuerierTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/execution/search/SearchHitCursorTests.java	test		public class SearchHitCursorTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/expression/function/scalar/string/InsertFunctionPipeTests.java	test		public class InsertFunctionPipeTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/expression/function/scalar/string/LocateFunctionPipeTests.java	test		public class LocateFunctionPipeTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/expression/function/scalar/string/ReplaceFunctionPipeTests.java	test		public class ReplaceFunctionPipeTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/expression/function/scalar/string/SubstringFunctionPipeTests.java	test		public class SubstringFunctionPipeTests
elasticsearch	x-pack/plugin/sql/src/test/java/org/elasticsearch/xpack/sql/querydsl/container/QueryContainerTests.java	test		public class QueryContainerTests
elasticsearch	x-pack/plugin/text-structure/src/main/java/org/elasticsearch/xpack/textstructure/structurefinder/DelimitedTextStructureFinder.java	use	BitSet(); set(int); set(from,to); nextSetBit()	Make a mask whose bits are set when the corresponding field in every supplied
elasticsearch	x-pack/plugin/text-structure/src/main/java/org/elasticsearch/xpack/textstructure/structurefinder/TimestampFormatFinder.java	use	BitSet(); get(int); set(int); isEmpty(); cardinality(); length(); stream()	Used to find the best timestamp format for one of the following situations:
elasticsearch	x-pack/plugin/text-structure/src/test/java/org/elasticsearch/xpack/textstructure/structurefinder/DelimitedTextStructureFinderTests.java	test		public class DelimitedTextStructureFinderTests
elasticsearch	x-pack/plugin/text-structure/src/test/java/org/elasticsearch/xpack/textstructure/structurefinder/TimestampFormatFinderTests.java	test		Logic copied from {@code org.elasticsearch.ingest.common.DateFormat.Tai64n.parseMillis}
elasticsearch	x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/WatcherIndexingListenerTests.java	test		create a mock cluster state, the returns the specified index as watch index
elasticsearch	x-pack/plugin/watcher/src/test/java/org/elasticsearch/xpack/watcher/trigger/schedule/engine/TickerScheduleEngineTests.java	test		When a cluster state changes and watches are restarted, the engine should clean up any previous w...
flink	flink-connectors/flink-connector-base/src/test/java/org/apache/flink/connector/base/source/reader/synchronization/FutureCompletingBlockingQueueTest.java	test		This test is to guard that our reflection is not broken and we do not lose the performance
flink	flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/DefaultCheckpointPlanCalculator.java	use	BitSet(int); get(int); set(int); cardinality(); size()	Default implementation for {@link CheckpointPlanCalculator}. If all tasks are running, it
flink	flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/RescaleMappings.java	use	BitSet(int); get(int); set(int)	Contains the fine-grain channel mappings that occur when a connected operator has been rescaled
flink	flink-runtime/src/main/java/org/apache/flink/runtime/checkpoint/RoundRobinOperatorStateRepartitioner.java	use	BitSet(int); set(int); cardinality()	Current default implementation of {@link OperatorStateRepartitioner} that redistributes state in
flink	flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/consumer/SingleInputGate.java	use	BitSet(int); get(int); set(int); clear(int); nextClearBit(); cardinality()	An input gate consumes one or more partitions of a single produced intermediate result
flink	flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/VertexEndOfDataListener.java	use	BitSet(); get(int); set(int); cardinality()	Records the end of data event of each task, and allows for checking whether all tasks of a {@link
flink	flink-runtime/src/main/java/org/apache/flink/streaming/runtime/watermark/AlignedWatermarkCombiner.java	use	BitSet(int); set(int); clear(); cardinality()	A {@link WatermarkCombiner} is design to align {@link Watermark}s. It will combine watermarks
flink	flink-runtime/src/main/java/org/apache/flink/streaming/runtime/watermark/BoolWatermarkCombiner.java	use	BitSet(int); set(int); set(from,to); clear(from,to); cardinality()	A {@link WatermarkCombiner} for unaligned {@link BoolWatermark}s
flink	flink-runtime/src/main/java/org/apache/flink/streaming/runtime/watermark/LongWatermarkCombiner.java	use	BitSet(int); set(int); cardinality()	A {@link WatermarkCombiner} for unaligned {@link LongWatermark}s
flink	flink-runtime/src/main/java/org/apache/flink/streaming/runtime/watermark/extension/eventtime/EventTimeWatermarkHandler.java	use	BitSet(int); set(int); cardinality()	This class is used to handle {@link EventTimeExtension} related watermarks in operator, such as
flink	flink-runtime/src/test/java/org/apache/flink/runtime/jobmanager/SlotCountExceedingParallelismTest.java	test		Tests that Flink can execute jobs with a higher parallelism than available number of slots. This
flink	flink-runtime/src/test/java/org/apache/flink/runtime/operators/hash/CompactingHashTableTest.java	test		This has to be duplicated in InPlaceMutableHashTableTest and CompactingHashTableTest because
flink	flink-runtime/src/test/java/org/apache/flink/runtime/operators/hash/InPlaceMutableHashTableTest.java	test		This has to be duplicated in InPlaceMutableHashTableTest and CompactingHashTableTest because
flink	flink-streaming-java/src/main/java/org/apache/flink/streaming/util/serialize/FlinkChillPackageRegistrar.java	use		Registers all chill serializers used for Java types
flink	flink-streaming-java/src/test/java/org/apache/flink/streaming/runtime/operators/windowing/KeyMapPutTest.java	test		KeyMapPutTest.java
flink	flink-table/flink-table-common/src/main/java/org/apache/flink/table/utils/PartitionPathUtils.java	use	BitSet(int); get(int); set(int); size()	Make partition path from partition spec
flink	flink-table/flink-table-planner/src/main/java/org/apache/calcite/rel/metadata/RelMdPredicates.java	use	get(int); set(int); nextSetBit(); cardinality()	Utility to infer Predicates that are applicable above a RelNode
flink	flink-table/flink-table-planner/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java	use	BitSet(); set(int)	Converts a SQL parse tree (consisting of {@link org.apache.calcite.sql.SqlNode} objects) into a
flink	flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/plan/rules/logical/FlinkAggregateJoinTransposeRule.java	use	BitSet(); get(int); set(int)	This rule is copied from Calcite's {@link
flink	flink-table/flink-table-runtime/src/main/java/org/apache/flink/table/data/UpdatableRowData.java	use	BitSet(int); get(int); set(int)	An implementation of {@link RowData} which is backed by a {@link RowData} and an updated Java
flink	flink-table/flink-table-runtime/src/main/java/org/apache/flink/table/runtime/operators/join/SortMergeJoinFunction.java	use	BitSet(); get(int); set(int); clear()	public class SortMergeJoinFunction
flink	flink-table/flink-table-runtime/src/main/java/org/apache/flink/table/runtime/operators/sink/constraint/BinaryLengthConstraint.java	use	get(int)	final class BinaryLengthConstraint
flink	flink-table/flink-table-runtime/src/main/java/org/apache/flink/table/runtime/operators/sink/constraint/CharLengthConstraint.java	use	get(int)	final class CharLengthConstraint
flink	flink-table/flink-table-runtime/src/main/java/org/apache/flink/table/runtime/operators/sink/constraint/ConstraintEnforcerExecutor.java	use	BitSet(int); set(int); size()	Logic extracted from {@link ConstraintEnforcer} in order to use it outside of {@link
flink	flink-tests/src/test/java/org/apache/flink/runtime/operators/lifecycle/validation/DrainingValidator.java	test		For each input, checks that the {@link Watermark#MAX_WATERMARK} was received and then the input
flink	flink-tests/src/test/java/org/apache/flink/test/checkpointing/UnalignedCheckpointRescaleITCase.java	test		Creates a FailingMapper that only fails during snapshot operations
flink	flink-tests/src/test/java/org/apache/flink/test/state/operator/restore/StreamOperatorSnapshotRestoreTest.java	test		Test restoring an operator from a snapshot (local recovery activated, JM snapshot deleted)
flink	flink-tests/src/test/java/org/apache/flink/test/windowing/sessionwindows/SessionWindowITCase.java	test		public class SessionWindowITCase
graal	compiler/src/jdk.graal.compiler.test/src/jdk/graal/compiler/hotspot/amd64/test/StubAVXTest.java	test		public class StubAVXTest
graal	compiler/src/jdk.graal.compiler.test/src/jdk/graal/compiler/hotspot/replaycomp/test/RecordedOperationPersistenceTest.java	test		Tests the JSON serialization and deserialization performed by
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/core/common/alloc/BasicBlockOrderUtils.java	use	BitSet(int); get(int); set(int)	The initial capacities of the worklists used for iteratively finding the block order
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/core/common/alloc/DefaultCodeEmissionOrder.java	use	BitSet(int)	Computes an ordering of the blocks that can be used by the machine code generator. The machine
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/core/common/alloc/LinearScanOrder.java	use	BitSet(int); clear(int)	Computes an ordering of the blocks that can be used by the linear scan register allocator
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/core/common/cfg/BasicBlockSet.java	use	BitSet(int); get(int); set(int)	public class BasicBlockSet
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/core/common/cfg/DominatorOptimizationProblem.java	use	BitSet(int); get(int); set(int)	This class represents a dominator tree problem, i.e. a problem which can be solved by traversing
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/core/common/util/BitMap2D.java	use	BitSet(int); get(from,to); set(from,to); clear()	This class implements a two-dimensional bitmap
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/HotSpotForeignCallLinkage.java	use	BitSet(); set(int); nextSetBit(); cardinality(); toLongArray(); valueOf(long[])	The details required to link a HotSpot runtime or stub call
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/HotSpotReplacementsImpl.java	use		Filters certain method substitutions based on whether there is underlying hardware support for
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/SymbolicSnippetEncoder.java	use		This class performs graph encoding using {@link GraphEncoder} but also converts JVMCI type and
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/aarch64/AArch64HotSpotRegisterAllocationConfig.java	use	BitSet(int); get(int); set(int); clear(int); size()	Excluding r27 is a temporary solution until we exclude r27 unconditionally at
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/amd64/AMD64HotSpotRegisterAllocationConfig.java	use	BitSet(int); get(int); set(int); clear(int); size()	Specify priority of register selection within phases of register allocation. Highest priority
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/phases/OnStackReplacementPhase.java	use	get(int)	Generates a speculative type check on {@code osrLocal} for {@code narrowedStamp}
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/replaycomp/RecordedOperationPersistence.java	impl	toLongArray(); valueOf(long[])	Provides functionality for persisting and loading recorded compilation units
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/replaycomp/proxy/HotSpotResolvedJavaMethodProxy.java	use		final class HotSpotResolvedJavaMethodProxy
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/hotspot/stubs/SnippetStub.java	use		Base class for a stub defined by a snippet
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/java/BciBlockMapping.java	use	BitSet(); get(int); set(int); clear(); clear(int); or(); andNot(); nextSetBit(); previousSetBit(); isEmpty(); length(); clone()	Builds a mapping between bytecodes and basic blocks and builds a conservative control flow graph
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/java/BytecodeParser.java	use	BitSet(); get(int); set(int); andNot(); nextSetBit(); isEmpty(); cardinality(); clone()	The {@code GraphBuilder} class parses the bytecode of a method and builds the IR graph
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/java/LargeLocalLiveness.java	use	BitSet(int); clear(); or(); andNot(); nextSetBit()	final class LargeLocalLiveness
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/java/LocalLiveness.java	use	BitSet(); or(); nextSetBit()	Encapsulates the liveness calculation, so that subclasses for locals &le; 64 and locals &gt; 64
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/java/SmallLocalLiveness.java	use	nextSetBit()	final class SmallLocalLiveness
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/lir/alloc/lsra/LinearScanResolveDataFlowPhase.java	use	BitSet(int); get(int); set(int); clear(); or()	Phase 6: resolve data flow
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/lir/amd64/AMD64VZeroUpper.java	use	BitSet(); get(int); set(int); equals()	vzeroupper is essential to avoid performance penalty during SSE-AVX transition. Specifically,
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/lir/constopt/ConstantLoadOptimization.java	use	BitSet(); get(int); set(int)	This optimization tries to improve the handling of constants by replacing a single definition of
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/lir/constopt/ConstantTreeAnalyzer.java	use	BitSet(int); get(int); set(int); size()	Analyzes a {@link ConstantTree} and marks potential materialization positions
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/lir/dfa/UniqueWorkList.java	use	BitSet(int); get(int)	Ensures that an element is only in the worklist once
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/lir/stackslotalloc/FixPointIntervalBuilder.java	use	BitSet(int); get(int); set(int); clear(int); or(); nextSetBit(); clone(); equals()	Calculates the stack intervals using a worklist-based backwards data-flow analysis
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/nodes/GraphDecoder.java	use	BitSet(int); get(int); set(int); set(from,to); clear(int); nextSetBit(); isEmpty()	Decoder for {@link EncodedGraph encoded graphs} produced by {@link GraphEncoder}. Support for
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/nodes/spi/DelegatingReplacements.java	use		A convenience class for overriding just a portion of the Replacements API
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/nodes/spi/Replacements.java	use		Interface for managing replacements
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/nodes/spi/SnippetParameterInfo.java	use	BitSet(int); set(int)	Encodes info about a snippet's parameters derived from annotations such as
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/phases/common/InsertProxyPhase.java	use	BitSet(); get(int); set(int)	Phase that inserts proxies after partial evaluation. Performing the proxy insertion in a separate
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/phases/common/inlining/walker/CallsiteHolderExplorable.java	use	get(int); isEmpty()	<p>
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/phases/common/inlining/walker/InliningData.java	use	BitSet(); set(int); toString()	<p>
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/phases/common/inlining/walker/MethodInvocation.java	use		<p>
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/replacements/DefaultJavaLoweringProvider.java	use	BitSet(); get(int); set(int)	VM-independent lowerings for standard Java nodes. VM-specific methods are abstract and must be
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/replacements/NonNullParameterPlugin.java	use	get(int)	A {@link ParameterPlugin} that sets non-null stamps for parameters annotated with
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/replacements/ReplacementsImpl.java	use	isEmpty()	The preprocessed replacement graphs. This is keyed by a pair of a method and options because
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/replacements/SnippetTemplate.java	use	BitSet(int); set(int)	A snippet template is a graph created by parsing a snippet method and then specialized by binding
graal	compiler/src/jdk.graal.compiler/src/jdk/graal/compiler/virtual/phases/ea/PartialEscapeClosure.java	use	BitSet(int); get(int); set(int)	Nodes with inputs that were modified during analysis are marked in this bitset - this way
graal	espresso-compiler-stub/src/com.oracle.truffle.espresso.graal/src/com/oracle/truffle/espresso/graal/DummyReplacements.java	use		final class DummyReplacements
graal	espresso/src/com.oracle.truffle.espresso.libjavavm/src/com/oracle/truffle/espresso/libjavavm/Arguments.java	use	get(int)	final class Arguments
graal	espresso/src/com.oracle.truffle.espresso.libjavavm/src/com/oracle/truffle/espresso/libjavavm/LibEspresso.java	use	BitSet(); set(int)	final class LibEspresso
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/BlockIterator.java	use	BitSet(int); get(int); set(int); clear(int)	Breadth-first iteration over a graph's blocks
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/GraphBuilder.java	use	BitSet(); BitSet(int); get(int); set(int)	Analyses control flow of the byte code to identify every start of a basic block
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/Util.java	impl	BitSet(int); or(); nextSetBit(); nextClearBit()	final class Util
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/frame/FrameAnalysis.java	use	BitSet(int); get(int); set(int); set(from,to); set(from,to,bool); clear(int)	Statically analyses bytecodes to produce a {@link EspressoFrameDescriptor frame description} for
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/graph/EspressoExecutionGraph.java	use	BitSet(int); get(int); set(int)	final class EspressoExecutionGraph
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/liveness/BlockBoundaryFinder.java	use	BitSet(int); get(int); set(int)	Does a single pass over all blocks in order to find the set of local variables that is alive at
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/liveness/BlockBoundaryResult.java	use		public interface BlockBoundaryResult
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/liveness/LivenessAnalysis.java	use	BitSet(int); get(int); set(int); clear(int); or(); andNot(); clone()	final class LivenessAnalysis
graal	espresso/src/com.oracle.truffle.espresso/src/com/oracle/truffle/espresso/analysis/liveness/LoopPropagatorClosure.java	use	BitSet(int); get(int); set(int); clear(); clear(int); or(); andNot(); isEmpty(); clone()	Glues together loop entries and loop ends by forcing loop ends to have an end state that is a
